Ｆ.Ｍ.Ｓ 期貨交易系統           錯 誤 訊 息 說 明 檔                    [FERB]
│ 30 │ 00 │ 03 │ S8 │  開盤前不接受此種委託                              │
│ 30 │ 00 │ 03 │ S9 │  超過可委託當沖時間                                │
│ 30 │ 00 │ 03 │ SA │  網路單號查無委託單(FHIO)                          │
│ 30 │ 00 │ 03 │ SB │  網路委託書查無委託單(FTOD)                        │
│ 30 │ 00 │ 03 │ SC │  網路單刪改單鎖住(FTCD)                            │
│ 30 │ 00 │ 03 │ SD │  網路單刪改單無界面可用(FTCD)                      │
│ 30 │ 00 │ 03 │ SE │  網路單刪改檔更新失敗(FTCD)                        │
│ 30 │ 00 │ 03 │ SF │  網路單刪改檔內容不同步(FTCD)                      │
│ 30 │ 00 │ 03 │ SG │  網路單刪改逾時未回(FTCD)                          │
│ 30 │ 00 │ 03 │ SI │  線路異常, 委託失敗                                │
│ 30 │ 00 │ 03 │ SJ │  瞬間重複刪單                                      │
│ 30 │ 00 │ 03 │ SK │  瞬間重複刪單                                      │
│ 30 │ 00 │ 03 │ SM │  非限價ROD單,不可改價                              │
│ 30 │ 00 │ 03 │ SN │  可委託額不足,不可改價                             │
│ 30 │ 00 │ 03 │ SQ │  暫無預約單改價功能,請刪單重下                     │
│ 30 │ 00 │ 03 │ SS │  避免成交價滑價過大造成追繳，請改以限價委託        │
│ 30 │ 00 │ 03 │ ST │  預約改價權益不足，請刪單後重新再下新價格!         │
│ 30 │ 00 │ 03 │ SU │  選擇權盤前買單欲改市價,請刪單重下!                │
│ 30 │ 00 │ 03 │ Z1 │  期貨商代號錯誤(IBMB)                              │
│ 30 │ 00 │ 03 │ Z2 │  期貨商代號錯誤(IBMB)                              │
│ 30 │ 00 │ 03 │ Z3 │  無期貨帳號(FSCB)                                  │
│ 30 │ 00 │ 03 │ Z4 │  期貨帳號未開戶(FSCB)                              │
│ 30 │ 00 │ 03 │ Z5 │  期貨帳號未傳結算(FSCB)                            │
│ 30 │ 00 │ 03 │ Z6 │  期貨帳號已銷戶(FSCB)                              │
│ 30 │ 00 │ 03 │ Z7 │  期貨帳號已凍結(FSCB)                              │
│ 30 │ 00 │ 03 │ Z8 │  本客戶為現貨違約戶(FSCB).                         │
│ 30 │ 00 │ 03 │ Z9 │  本客戶為期貨違約戶(FSCB).                         │
│ 30 │ 00 │ 03 │ ZA │  客戶帳號(FSCB)與委託單帳號不合或檢查碼錯誤        │
│ 30 │ 00 │ 03 │ ZB │  客戶未開電子戶                                    │
│ 30 │ 00 │ 03 │ ZC │  尚未開網路戶                                      │
│ 30 │ 00 │ 03 │ ZD │  網路已銷戶                                        │
│ 30 │ 00 │ 03 │ ZE │  未申請當沖交易                                    │
│ 30 │ 00 │ 03 │ ZF │  非當沖商品或非當沖月份                            │
│ 30 │ 00 │ 03 │ ZG │  倉別錯誤                                          │
